ncbi_species_taxid	accession	ncbi_organism_name	species	fasta_file_path	ncbi_taxonomy	source	is_published
41956	Amanita muscaria Koide v1.0	Amanita muscaria	Amanita muscaria	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Amamu1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita muscaria	Mycocosm	Y
41959	Aspergillus penicilloides CBS 540.65 v1.0	Aspergillus penicillioides	Aspergillus penicillioides	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Asppeni1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus penicillioides	Mycocosm	N
41984	Aspergillus tamarii CBS 117626 v1.0	Aspergillus tamarii	Aspergillus tamarii	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Asptam1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus tamarii	Mycocosm	Y
42068	Pneumocystis jirovecii	Pneumocystis jirovecii	Pneumocystis jirovecii	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Pneji1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Pneumocystomycetes;o__Pneumocystales;f__Pneumocystaceae;g__Pneumocystis;s__Pneumocystis jirovecii	Mycocosm	Y
42210	Zoophthora radicans ATCC 208865 v1.0	Zoophthora radicans	Zoophthora radicans	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Zoorad1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Zoopagomycota;c__Entomophthoromycetes;o__Entomophthorales;f__Entomophthoraceae;g__Zoophthora;s__Zoophthora radicans	Mycocosm	Y
42249	Tuber magnatum v1.0	Tuber magnatum	Tuber magnatum	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Tubma1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Tuberaceae;g__Tuber;s__Tuber magnatum	Mycocosm	Y
42251	Tuber borchii Tbo3840 v1.0	Tuber borchii	Tuber borchii	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Tubbor1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Tuberaceae;g__Tuber;s__Tuber borchii	Mycocosm	Y
42303	Cercophora aff. caudata PSN171 v1.0	Cercophora		/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Ceraff1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__;s__	Mycocosm	N
42308	Xylaria flabelliformis CMRP688 v1.0	Hypoxylon		/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Hypvoc1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Hypoxylaceae;g__;s__	Mycocosm	N
42327	Fusarium ventricosum NRRL 25729 v1.0	Fusarium ventricosum	Fusarium ventricosum	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Fusavent1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium ventricosum	Mycocosm	N
42366	Diatrype disciformis NRRL 26140 v1.0	Diatrype disciformis	Diatrype disciformis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Diadis1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae;g__Diatrype;s__Diatrype disciformis	Mycocosm	N
42375	Xylaria curta 92092022 v1.0	Xylaria curta	Xylaria curta	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Xylcur1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Xylaria;s__Xylaria curta	Mycocosm	N
42375	Xylaria curta CBS 114988 v1.0	Xylaria curta	Xylaria curta	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Xylcur114988_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Xylaria;s__Xylaria curta	Mycocosm	Y
42442	Lentinula novae-zelandiae TMI-1172 v1.0	Lentinula novae-zelandiae	Lentinula novae-zelandiae	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Lennov1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae;g__Lentinula;s__Lentinula novae-zelandiae	Mycocosm	Y
42442	Lentinula novae-zelandiae ICMP 18003 v1.0	Lentinula novae-zelandiae	Lentinula novae-zelandiae	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/LnoICMP18003A_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae;g__Lentinula;s__Lentinula novae-zelandiae	Mycocosm	Y
42673	Fusarium nygamai NRRL 66327 v1.0	Fusarium nygamai	Fusarium nygamai	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Fusnyg1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium nygamai	Mycocosm	N
42677	Fusarium subglutinans NRRL 66333 v1.0	Fusarium subglutinans	Fusarium subglutinans	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Fussub1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium subglutinans	Mycocosm	N
42810	Entomophaga maimaiga ARSEF 7190 v1.0	Entomophaga maimaiga	Entomophaga maimaiga	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Entmai1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Zoopagomycota;c__Entomophthoromycetes;o__Entomophthorales;f__Entomophthoraceae;g__Entomophaga;s__Entomophaga maimaiga	Mycocosm	N
43049	Tilletia indica DAOM 236416	Tilletia indica	Tilletia indica	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Tilin1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Tilletiales;f__Tilletiaceae;g__Tilletia;s__Tilletia indica	Mycocosm	Y
43227	Capronia fungicola CBS 614.96 v1.0	Capronia fungicola	Capronia fungicola	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Capfu1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Capronia;s__Capronia fungicola	Mycocosm	N
43433	Tricharina praecox CBS 144465 v1.0	Tricharina praecox	Tricharina praecox	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Tripra1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Tricharina;s__Tricharina praecox	Mycocosm	Y
43439	Wilcoxina mikolae CBS 423.85 v1.0	Wilcoxina mikolae	Wilcoxina mikolae	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Wilmi1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Wilcoxina;s__Wilcoxina mikolae	Mycocosm	Y
43958	Cephaloascus albidus ATCC 66658 v1.0	Cephaloascus albidus	Cephaloascus albidus	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Cepal1_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Cephaloascaceae;g__Cephaloascus;s__Cephaloascus albidus	Mycocosm	N
43984	Ambrosiozyma philentoma NRRL Y-7523	Ambrosiozyma philentoma	Ambrosiozyma philentoma	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Ambph1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__;g__Ambrosiozyma;s__Ambrosiozyma philentoma	Mycocosm	Y
44565	Agaricostilbum hyphaenes  ATCC MYA-4628 v1.0	Sterigmatomyces hyphaenes	Sterigmatomyces hyphaenes	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Agahy1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Agaricostilbaceae;g__Sterigmatomyces;s__Sterigmatomyces hyphaenes	Mycocosm	N
44606	Disciotis venosa NRRL 24433 v1.0	Disciotis venosa	Disciotis venosa	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Disven1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Morchellaceae;g__Disciotis;s__Disciotis venosa	Mycocosm	N
44608	Verpa conica TJ0815 v1.0	Verpa conica	Verpa conica	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Vercon1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Morchellaceae;g__Verpa;s__Verpa conica	Mycocosm	N
44614	Leucangium carthusianum GMNB180 v1.0	Leucangium carthusianum	Leucangium carthusianum	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Leuca1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Helvellaceae;g__Leucangium;s__Leucangium carthusianum	Mycocosm	N
44634	Tuber gibbosum GB_Tgibb2 v1.0	Tuber gibbosum	Tuber gibbosum	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Tubgib1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Tuberaceae;g__Tuber;s__Tuber gibbosum	Mycocosm	N
44645	Rhizina undulata CBS 300.56 v1.0	Rhizina undulata	Rhizina undulata	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Rhiund1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Rhizinaceae;g__Rhizina;s__Rhizina undulata	Mycocosm	N
44941	Gigaspora rosea v1.0	Gigaspora rosea	Gigaspora rosea	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Gigro1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Mucoromycota;c__Glomeromycetes;o__Diversisporales;f__Gigasporaceae;g__Gigaspora;s__Gigaspora rosea	Mycocosm	Y
45142	Cucurbitaria berberidis CBS 394.84 v1.0	Cucurbitaria berberidis	Cucurbitaria berberidis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Cucbe1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Cucurbitaria;s__Cucurbitaria berberidis	Mycocosm	Y
45151	Pyrenophora tritici-repentis	Pyrenophora tritici-repentis	Pyrenophora tritici-repentis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Pyrtr1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Pyrenophora;s__Pyrenophora tritici-repentis	Mycocosm	Y
45235	Tolypocladium capitatum CBS 113982	Tolypocladium capitatum	Tolypocladium capitatum	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Tolca1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Tolypocladium;s__Tolypocladium capitatum	Mycocosm	Y
45428	Amylocarpus encephaloides TRa018bII v1.0	Amylocarpus encephaloides	Amylocarpus encephaloides	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Amyenc1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__;g__Amylocarpus;s__Amylocarpus encephaloides	Mycocosm	Y
45512	Scheffersomyces segobiensis NRRL Y-11571T v1.0	Scheffersomyces segobiensis	Scheffersomyces segobiensis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Schseg1_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Scheffersomyces;s__Scheffersomyces segobiensis	Mycocosm	N
45517	Metschnikowia gruessii VY0332 v1.0	Metschnikowia gruessii	Metschnikowia gruessii	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Metgru1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Metschnikowiaceae;g__Metschnikowia;s__Metschnikowia gruessii	Mycocosm	N
45550	Starmerella floricola CF1 v2.0	Starmerella floricola	Starmerella floricola	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Staflo2_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__;g__Starmerella;s__Starmerella floricola	Mycocosm	N
45567	Candida membranifaciens IST 626 v1.0	[Candida] membranifaciens	[Candida] membranifaciens	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Canmem1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Yamadazyma;s__[Candida] membranifaciens	Mycocosm	Y
45589	Scheffersomyces shehatae NRRL Y-12858T v1.0	Scheffersomyces shehatae	Scheffersomyces shehatae	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Schshe1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Scheffersomyces;s__Scheffersomyces shehatae	Mycocosm	N
45607	Wickerhamiella sorbophila DS02	Wickerhamiella sorbophila	Wickerhamiella sorbophila	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Wicso1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Trichomonascaceae;g__Wickerhamiella;s__Wickerhamiella sorbophila	Mycocosm	Y
45609	Babjeviella inositovora NRRL Y-12698 v1.0	Babjeviella inositovora	Babjeviella inositovora	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Babin1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__;g__Babjeviella;s__Babjeviella inositovora	Mycocosm	Y
45786	Nadsonia fulvescens var. elongata DSM 6958 v1.0	Nadsonia fulvescens	Nadsonia fulvescens	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Nadfu1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__;g__Nadsonia;s__Nadsonia fulvescens	Mycocosm	Y
45788	Wickerhamiella domercqiae NRRL Y-6692 v1.0	Wickerhamiella domercqiae	Wickerhamiella domercqiae	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Wicdo1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Trichomonascaceae;g__Wickerhamiella;s__Wickerhamiella domercqiae	Mycocosm	N
45794	Sporopachydermia lactativora Phaff 68-199 v1.0	Sporopachydermia lactativora	Sporopachydermia lactativora	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Spola1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Sporopachydermia;s__Sporopachydermia lactativora	Mycocosm	N
45796	Piromyces sp. UH3-1 v2.0	Piromyces sp.	Piromyces sp.	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Piromy_p0_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Chytridiomycota;c__Neocallimastigomycetes;o__Neocallimastigales;f__Neocallimastigaceae;g__Piromyces;s__Piromyces sp.	Mycocosm	N
45810	Corollospora maritima CBS 119819 v2.0	Corollospora maritima	Corollospora maritima	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Corma2_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Halosphaeriaceae;g__Corollospora;s__Corollospora maritima	Mycocosm	N
45816	Lindra thalassiae JK4322 v1.0	Lindra thalassiae	Lindra thalassiae	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Linth1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Lulworthiales;f__Lulworthiaceae;g__Lindra;s__Lindra thalassiae	Mycocosm	N
46453	Thelebolus stercoreus	Thelebolus stercoreus	Thelebolus stercoreus	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Thest1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Thelebolaceae;g__Thelebolus;s__Thelebolus stercoreus	Mycocosm	N
47058	Vuilleminia comedens VcCUCC2015_SSI3 v1.0	Vuilleminia comedens	Vuilleminia comedens	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Vuico1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Vuilleminiaceae;g__Vuilleminia;s__Vuilleminia comedens	Mycocosm	N
47058	Vuilleminia comedens VcCUCC2015_SSI6 v1.0	Vuilleminia comedens	Vuilleminia comedens	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Vuicom1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Vuilleminiaceae;g__Vuilleminia;s__Vuilleminia comedens	Mycocosm	N
47187	Caloscypha fulgens ATCC 42695 v1.0	Caloscypha fulgens	Caloscypha fulgens	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Calful1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Caloscyphaceae;g__Caloscypha;s__Caloscypha fulgens	Mycocosm	N
47205	Pyronema domesticum CBS 144463 v1.0	Pyronema domesticum	Pyronema domesticum	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Pyrdom1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pyronema;s__Pyronema domesticum	Mycocosm	Y
47213	Trichophaea hybrida UTF0779 v1.0	Trichophaea hybrida	Trichophaea hybrida	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Trihyb1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Trichophaea;s__Trichophaea hybrida	Mycocosm	Y
47425	Armillaria borealis FPL87.14 v1.0	Armillaria borealis	Armillaria borealis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Armbor1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria;s__Armillaria borealis	Mycocosm	Y
47426	Armillaria cepistipes B5	Armillaria cepistipes	Armillaria cepistipes	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Armcep1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria;s__Armillaria cepistipes	Mycocosm	Y
47427	Armillaria gallica 21-2 v1.0	Armillaria gallica	Armillaria gallica	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Armga1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria;s__Armillaria gallica	Mycocosm	Y
47428	Armillaria ostoyae C18/9	Armillaria ostoyae	Armillaria ostoyae	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Armosto1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria;s__Armillaria ostoyae	Mycocosm	Y
47429	Armillaria mellea ELDO17 v1.0	Armillaria mellea	Armillaria mellea	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Armmel1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria;s__Armillaria mellea	Mycocosm	Y
47430	Armillaria ectypa FPL83.16 v1.0	Desarmillaria ectypa	Desarmillaria ectypa	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Armect1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Desarmillaria;s__Desarmillaria ectypa	Mycocosm	N
48021	Artomyces pyxidatus HHB10654 v1.0	Artomyces pyxidatus	Artomyces pyxidatus	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Clapy1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Auriscalpiaceae;g__Artomyces;s__Artomyces pyxidatus	Mycocosm	Y
48022	Panus rudis PR-1116 ss-1 v1.0	Panus rudis	Panus rudis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Panru1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Panaceae;g__Panus;s__Panus rudis	Mycocosm	Y
48095	Alternaria dauci BMP0167	Alternaria dauci	Alternaria dauci	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Altda1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria dauci	Mycocosm	N
48098	Alternaria porri BMP0178	Alternaria porri	Alternaria porri	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Altpo1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria porri	Mycocosm	N
48100	Alternaria solani BMP0185	Alternaria solani	Alternaria solani	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Altso1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria solani	Mycocosm	N
48157	Podospora curvicolla TEP21a v1.0	Pseudoechria curvicolla	Pseudoechria curvicolla	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Podcur1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Schizotheciaceae;g__Pseudoechria;s__Pseudoechria curvicolla	Mycocosm	N
48492	Fusarium concolor NRRL 13459 v1.0	Fusarium concolor	Fusarium concolor	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Fuscon1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium concolor	Mycocosm	N
48561	Suillus americanus EM31 v1.0	Suillus americanus	Suillus americanus	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Suiame1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus americanus	Mycocosm	Y
48563	Suillus bovinus UH-Sbo-P2 v1.0	Suillus bovinus	Suillus bovinus	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Suibov1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus bovinus	Mycocosm	Y
