ncbi_species_taxid	accession	ncbi_organism_name	species	fasta_file_path	ncbi_taxonomy	source	is_published
109635	Pholiota alnicola AH 47727 v1.0	Flammula alnicola	Flammula alnicola	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Phoaln1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Flammula;s__Flammula alnicola	Mycocosm	Y
109636	Pholiota conissans CIRM-BRFM 674 v1.0	Pholiota conissans	Pholiota conissans	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Phocon1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Pholiota;s__Pholiota conissans	Mycocosm	Y
109876	Catenaria anguillulae PL171 v2.0	Catenaria anguillulae	Catenaria anguillulae	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Catan2_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Blastocladiomycota;c__Blastocladiomycetes;o__Blastocladiales;f__Catenariaceae;g__Catenaria;s__Catenaria anguillulae	Mycocosm	Y
109894	Geranomyces variabilis JEL559 v1.0	Geranomyces variabilis	Geranomyces variabilis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Gervar1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Powellomycetaceae;g__Geranomyces;s__Geranomyces variabilis	Mycocosm	Y
109895	Powellomyces hirtus BR81 v1.0	Powellomyces hirtus	Powellomyces hirtus	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Powhir1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Powellomycetaceae;g__Powellomyces;s__Powellomyces hirtus	Mycocosm	Y
109897	Gaertneriomyces semiglobifer Barr 43 v1.0	Gaertneriomyces semiglobifer	Gaertneriomyces semiglobifer	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Gaesem1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Gaertneriomyces;s__Gaertneriomyces semiglobifer	Mycocosm	Y
109899	Sebacina vermifera MAFF 305830 v1.0	Serendipita vermifera	Serendipita vermifera	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Sebve1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;g__Serendipita;s__Serendipita vermifera	Mycocosm	Y
109936	Cladochytrium replicatum JEL 714 v1.0	Cladochytrium replicatum	Cladochytrium replicatum	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Clarep1_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Cladochytriales;f__Cladochytriaceae;g__Cladochytrium;s__Cladochytrium replicatum	Mycocosm	Y
110081	Obelidium mucronatum JEL802 v1.0	Obelidium mucronatum	Obelidium mucronatum	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Obemuc1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales;f__Chytriomycetaceae;g__Obelidium;s__Obelidium mucronatum	Mycocosm	Y
110093	Polychytrium aggregatum JEL109 v1.0	Polychytrium aggregatum	Polychytrium aggregatum	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Polagg1_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Polychytriales;f__;g__Polychytrium;s__Polychytrium aggregatum	Mycocosm	Y
110526	Kretzschmaria deusta CBS 826.72 v1.0	Ustulina deusta	Ustulina deusta	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/KdCBS826_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Ustulina;s__Ustulina deusta	Mycocosm	Y
110526	Kretzschmaria deusta IL1129 v1.0	Ustulina deusta	Ustulina deusta	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Kredeu1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Ustulina;s__Ustulina deusta	Mycocosm	Y
110534	Biscogniauxia marginata CBS 124505 v1.0	Biscogniauxia marginata	Biscogniauxia marginata	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Bisma1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Biscogniauxia;s__Biscogniauxia marginata	Mycocosm	Y
110542	Hypoxylon rubiginosum CBS 119005 v1.0	Hypoxylon rubiginosum	Hypoxylon rubiginosum	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Hyprub1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Hypoxylaceae;g__Hypoxylon;s__Hypoxylon rubiginosum	Mycocosm	Y
110542	Hypoxylon rubiginosum ER1909 v1.0	Hypoxylon rubiginosum	Hypoxylon rubiginosum	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/HyprubER1909_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Hypoxylaceae;g__Hypoxylon;s__Hypoxylon rubiginosum	Mycocosm	Y
110547	Whalleya microplaca YMJ1829 v1.0	Whalleya microplaca	Whalleya microplaca	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Whamic1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Whalleya;s__Whalleya microplaca	Mycocosm	Y
110548	Camillea tinctor CBS 203.56 v1.0	Camillea tinctor	Camillea tinctor	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/CtCBS203_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Camillea;s__Camillea tinctor	Mycocosm	Y
111137	Lactarius sanguifluus B21 v1.0	Lactarius sanguifluus	Lactarius sanguifluus	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Lacsan1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius sanguifluus	Mycocosm	Y
111141	Lactarius quietus S23C v1.0	Lactarius quietus	Lactarius quietus	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Lacqui1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius quietus	Mycocosm	Y
112417	Gautieria morchelliformis GMNE.BST v1.0	Gautieria morchelliformis	Gautieria morchelliformis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Gaumor1_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Gomphales;f__Gautieriaceae;g__Gautieria;s__Gautieria morchelliformis	Mycocosm	Y
113226	Pseudocercospora musae CBS 116634	Pseudocercospora musae	Pseudocercospora musae	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Psemus1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Pseudocercospora;s__Pseudocercospora musae	Mycocosm	Y
114155	Dichomitus squalens LYAD-421 SS1 v1.0	Dichomitus squalens	Dichomitus squalens	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Dicsq1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Dichomitus;s__Dichomitus squalens	Mycocosm	Y
114155	Dichomitus squalens OM18370.1 v1.0	Dichomitus squalens	Dichomitus squalens	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Dicsqu18370_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Dichomitus;s__Dichomitus squalens	Mycocosm	Y
114155	Dichomitus squalens CBS463.89 v1.0	Dichomitus squalens	Dichomitus squalens	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Dicsqu463_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Dichomitus;s__Dichomitus squalens	Mycocosm	Y
114155	Dichomitus squalens CBS464.89 v1.0	Dichomitus squalens	Dichomitus squalens	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Dicsqu464_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Dichomitus;s__Dichomitus squalens	Mycocosm	Y
114800	Daldinia vernicosa CBS 139.73 v1.0	Daldinia vernicosa	Daldinia vernicosa	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Dalver1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Hypoxylaceae;g__Daldinia;s__Daldinia vernicosa	Mycocosm	Y
114808	Xylaria acuta CBS 122032 v1.0	Xylaria acuta	Xylaria acuta	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Xylacu1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Xylaria;s__Xylaria acuta	Mycocosm	Y
114810	Xylaria arbuscula CBS 124340 v1.0	Xylaria arbuscula	Xylaria arbuscula	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Xylarb124340_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Xylaria;s__Xylaria arbuscula	Mycocosm	Y
114810	Xylaria arbuscula FL1030 v1.0	Xylaria arbuscula	Xylaria arbuscula	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/XylarbFL1030_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Xylaria;s__Xylaria arbuscula	Mycocosm	Y
114812	Xylaria cf. castorea CBS 124033 v1.0	Xylaria castorea	Xylaria castorea	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Xylcas124033_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Xylaria;s__Xylaria castorea	Mycocosm	Y
114814	Xylaria cubensis CBS 116.85 v1.0	Xylaria cubensis	Xylaria cubensis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Xylcube1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Xylaria;s__Xylaria cubensis	Mycocosm	Y
114818	Xylaria longipes CBS 148.73 v1.0	Xylaria longipes	Xylaria longipes	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Xyllon1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Xylaria;s__Xylaria longipes	Mycocosm	Y
116603	Suillus plorans S12 v1.0	Suillus plorans	Suillus plorans	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Suiplo1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus plorans	Mycocosm	Y
117065	Lyophyllum atratum CBS 144462 v1.0	Lyophyllum atratum	Lyophyllum atratum	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Lyoat1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lyophyllaceae;g__Lyophyllum;s__Lyophyllum atratum	Mycocosm	Y
117179	Tilletia walkeri DAOM 236422	Tilletia walkeri	Tilletia walkeri	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Tilwal1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Tilletiales;f__Tilletiaceae;g__Tilletia;s__Tilletia walkeri	Mycocosm	Y
121624	Phyllosticta capitalensis CBS 128856 v1.0	Phyllosticta capitalensis	Phyllosticta capitalensis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Phycap1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Phyllostictaceae;g__Phyllosticta;s__Phyllosticta capitalensis	Mycocosm	Y
127956	Phellopilus nigrolimitatus SigPhenig9 v1.0	Phellopilus nigrolimitatus	Phellopilus nigrolimitatus	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Pheni1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Phellopilus;s__Phellopilus nigrolimitatus	Mycocosm	Y
130810	Candida arabinofermentans NRRL YB-2248 v1.0	[Candida] arabinofermentans	[Candida] arabinofermentans	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Canar1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Ogataea;s__[Candida] arabinofermentans	Mycocosm	Y
131308	Saccharata proteae CBS 121410 v1.0	Saccharata proteae	Saccharata proteae	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Sacpr1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Saccharataceae;g__Saccharata;s__Saccharata proteae	Mycocosm	Y
132259	Aspergillus pseudotamarii CBS 117625 v1.0	Aspergillus pseudotamarii	Aspergillus pseudotamarii	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Asppset1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus pseudotamarii	Mycocosm	Y
133383	Smittium mucronatum ALG-7-W6	Smittium mucronatum	Smittium mucronatum	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Smimuc2_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Zoopagomycota;c__Harpellomycetes;o__Harpellales;f__Legeriomycetaceae;g__Smittium;s__Smittium mucronatum	Mycocosm	Y
133412	Smittium culicis ID-206-W2	Smittium culicis	Smittium culicis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/SmiculW2_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Zoopagomycota;c__Harpellomycetes;o__Harpellales;f__Legeriomycetaceae;g__Smittium;s__Smittium culicis	Mycocosm	Y
133412	Smittium culicis GSMNP	Smittium culicis	Smittium culicis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/SmicuMNP_2_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Zoopagomycota;c__Harpellomycetes;o__Harpellales;f__Legeriomycetaceae;g__Smittium;s__Smittium culicis	Mycocosm	Y
136370	Umbilicaria pustulata	Lasallia pustulata	Lasallia pustulata	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Umbpus1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Umbilicariales;f__Umbilicariaceae;g__Lasallia;s__Lasallia pustulata	Mycocosm	Y
137743	Abortiporus biennis ?CIRM-BRFM 1778 v1.0	Abortiporus biennis	Abortiporus biennis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Abobie1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Podoscyphaceae;g__Abortiporus;s__Abortiporus biennis	Mycocosm	Y
138278	Aspergillus ochraceoroseus SRRC1432	Aspergillus ochraceoroseus	Aspergillus ochraceoroseus	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Aspoch1432_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus ochraceoroseus	Mycocosm	Y
138285	Aspergillus coremiiformis CBS 553.77 v1.0	Aspergillus coremiiformis	Aspergillus coremiiformis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Aspcor1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus coremiiformis	Mycocosm	Y
139077	Oudemansiella mucida CBS 558.79 v1.0	Mucidula mucida	Mucidula mucida	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Oudmuc1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Mucidula;s__Mucidula mucida	Mycocosm	Y
139363	Hydnum rufescens UP504 v2.0	Hydnum rufescens	Hydnum rufescens	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Hydru2_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae;g__Hydnum;s__Hydnum rufescens	Mycocosm	Y
139406	Kalaharituber pfeilii F3 v1.0	Kalaharituber pfeilii	Kalaharituber pfeilii	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Kalpfe1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Kalaharituber;s__Kalaharituber pfeilii	Mycocosm	Y
139407	Terfezia claveryi T7 v1.0	Terfezia claveryi	Terfezia claveryi	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Tercla1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Terfezia;s__Terfezia claveryi	Mycocosm	Y
139415	Antrodia serialis Sig1Antser10 v1.0	Neoantrodia serialis	Neoantrodia serialis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Antser1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Fomitopsidaceae;g__Neoantrodia;s__Neoantrodia serialis	Mycocosm	Y
139420	Polyporus brumalis CIRM-BRFM 1820 v1.0	Polyporus brumalis	Polyporus brumalis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Polbr1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Polyporus;s__Polyporus brumalis	Mycocosm	Y
146866	Pseudoloma neurophilia MK1	Pseudoloma neurophilia	Pseudoloma neurophilia	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Pseneu1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Microsporidia;c__;o__;f__;g__Pseudoloma;s__Pseudoloma neurophilia	Mycocosm	Y
147497	Bimuria novae-zelandiae CBS 107.79 v1.0	Bimuria novae-zelandiae	Bimuria novae-zelandiae	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Bimnz1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Bimuria;s__Bimuria novae-zelandiae	Mycocosm	Y
147548	Leotiomycetes sp. R113_184 v1.0	Leotiomycetes		/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/ColoR113_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__	Mycocosm	Y
147558	Byssothecium circinans CBS 675.92 v1.0	Byssothecium circinans	Byssothecium circinans	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Bysci1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Byssothecium;s__Byssothecium circinans	Mycocosm	Y
147560	Delphinella strobiligena CBS 735.71 v1.0	Delphinella strobiligena	Delphinella strobiligena	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Delst1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Delphinella;s__Delphinella strobiligena	Mycocosm	Y
147570	Myriangium duriaei CBS 260.36 v1.0	Myriangium duriaei	Myriangium duriaei	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Myrdu1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__Myriangiaceae;g__Myriangium;s__Myriangium duriaei	Mycocosm	Y
147573	Piedraia hortae CBS 480.64 v1.1	Piedraia hortae	Piedraia hortae	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Pieho1_1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Piedraiaceae;g__Piedraia;s__Piedraia hortae	Mycocosm	Y
149040	Phialocephala scopiformis 5WS22E1 v1.0	Mollisia scopiformis	Mollisia scopiformis	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Phisc1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Mollisiaceae;g__Mollisia;s__Mollisia scopiformis	Mycocosm	Y
150374	Escovopsis weberi CC031208-10	Escovopsis weberi	Escovopsis weberi	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Escweb1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Escovopsis;s__Escovopsis weberi	Mycocosm	Y
150792	Hysterangium stoloniferum HS.BST v1.0	Hysterangium stoloniferum	Hysterangium stoloniferum	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Hyssto1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hysterangiales;f__Hysterangiaceae;g__Hysterangium;s__Hysterangium stoloniferum	Mycocosm	Y
152308	Hypoxylon submonticulosum NC0708 v2.0	Hypomontagnella submonticulosa	Hypomontagnella submonticulosa	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Hypsub2_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Hypoxylaceae;g__Hypomontagnella;s__Hypomontagnella submonticulosa	Mycocosm	Y
152316	Truncatella angustata MPI-SDFR-AT-0073 v1.0	Truncatella angustata	Truncatella angustata	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Truan1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Sporocadaceae;g__Truncatella;s__Truncatella angustata	Mycocosm	Y
152958	Russula emetica P?ilba v1.0	Russula emetica	Russula emetica	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Ruseme1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula emetica	Mycocosm	Y
152965	Russula ochroleuca P?ilba v1.0	Russula ochroleuca	Russula ochroleuca	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Rusoch1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula ochroleuca	Mycocosm	Y
153910	Armillaria fumosa CBS 122221 v1.0	Armillaria fumosa	Armillaria fumosa	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Armfum1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria;s__Armillaria fumosa	Mycocosm	Y
153913	Armillaria luteobubalina HWK02 v1.0	Armillaria luteobubalina	Armillaria luteobubalina	/projectnb2/talbot-lab-data/zrwerbin/soil_genome_db/genomes/mycocosm_genomes/Armlut1_AssemblyScaffolds_Repeatmasked.fasta.gz	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria;s__Armillaria luteobubalina	Mycocosm	Y
